pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-406 b,Kepler-406,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,2.42629,1.99e-06,-1.99e-06,0.0,,,,,1.43,0.03,-0.03,0.0,0.128,0.003,-0.003,0.0,6.35,1.4,-1.4,0.0,0.02,0.004,-0.004,0.0,Mass,,,,,742.7025379559979,,,,1452.9924152289634,,,,0.0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5538.0,75.0,-75.0,0.0,1.07,0.02,-0.02,0.0,1.07,0.06,-0.06,0.0,0.18,0.07,-0.07,0.0,[Fe/H],4.41,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m23.56s,291.8481764,+44d58m05.81s,44.9682807,364.03,3.402,-3.34,12.603,0.046,-0.046,10.97,0.017,-0.017,12.4897,0.000156,-0.000156,2014-05-14,2014-02,2014-05-14
Kepler-41 b,Kepler-41,1,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,1.8555582,5.2e-07,-5.2e-07,0.0,0.03101,0.0004,-0.0004,0.0,14.46,0.22,-0.22,0.0,1.29,0.02,-0.02,0.0,177.98,25.43,-25.43,0.0,0.56,0.08,-0.08,0.0,Mass,0.0,,,0.0,1709.6261079742276,,,,1790.0,31.0,-31.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,G2 V,5750.0,100.0,-100.0,0.0,1.29,0.02,-0.02,0.0,1.15,0.04,-0.04,0.0,0.38,0.11,-0.11,0.0,[Fe/H],4.28,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h38m03.18s,294.5132465,+45d58m53.92s,45.9816453,1093.08,27.0,-27.0,14.509,0.092,-0.092,12.892,0.028,-0.028,14.413,0.000322,-0.000322,2016-05-03,2015-03,2015-01-29
Kepler-411 b,Kepler-411,1,2,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,3.005156,2e-06,-2e-06,0.0,0.0375,0.0008,-0.0008,0.0,2.401,0.053,-0.053,0.0,0.214,0.005,-0.005,0.0,25.6,2.6,-2.6,0.0,0.08055,0.00818,-0.00818,0.0,Mass,0.146,0.005,-0.004,0.0,219.06762523467845,,,,1138.0,17.0,-17.0,0.0,1.0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,K2 V,4837.0,149.59,-126.98,,0.82,0.02,-0.02,0.0,0.87,0.04,-0.04,0.0,0.11,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.676,0.455,-0.453,12.448,0.069,-0.069,10.062,0.023,-0.023,12.2327,0.000562,-0.000562,2019-07-03,2019-04,2019-07-11
Kepler-411 c,Kepler-411,1,2,4,Transit,2016,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,7.834435,2e-06,-2e-06,0.0,0.0739,0.001,-0.001,0.0,4.421,0.062,-0.062,0.0,0.394,0.006,-0.006,0.0,26.4,5.9,-5.9,0.0,0.08306,0.01856,-0.01856,0.0,Mass,0.108,0.003,-0.004,0.0,61.0553867760612,,,,838.0,10.0,-10.0,0.0,1.0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,K2 V,4837.0,149.59,-126.98,,0.82,0.02,-0.02,0.0,0.87,0.04,-0.04,0.0,0.11,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.676,0.455,-0.453,12.448,0.069,-0.069,10.062,0.023,-0.023,12.2327,0.000562,-0.000562,2019-07-19,2019-04,2019-07-25
Kepler-411 d,Kepler-411,1,2,4,Transit,2018,Kepler,Published Confirmed,0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,58.02035,0.00056,-0.00056,0.0,0.279,0.004,-0.004,0.0,3.319,0.104,-0.104,0.0,0.296,0.009,-0.009,0.0,15.2,5.1,-5.1,0.0,0.04782,0.01605,-0.01605,0.0,Mass,0.128,0.003,-0.003,0.0,4.229546168629992,,,,410.0,10.0,-10.0,0.0,1.0,<a refstr=SUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..15S/abstract target=ref>Sun et al. 2019</a>,K2 V,4837.0,149.59,-126.98,,0.82,0.02,-0.02,0.0,0.87,0.04,-0.04,0.0,0.11,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m25.37s,287.6057027,+49d31m24.22s,49.5233937,153.676,0.455,-0.453,12.448,0.069,-0.069,10.062,0.023,-0.023,12.2327,0.000562,-0.000562,2019-07-19,2019-04,2019-07-25
Kepler-412 b,Kepler-412,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,1.7208604,3e-07,-3e-07,0.0,0.02897,0.00093,-0.00092,0.0,15.031,0.493,-0.516,0.0,1.341,0.044,-0.046,0.0,299.07803,39.72875,-6.03877,0.0,0.941,0.125,-0.019,0.0,Mass,,,,,1868.7349736063616,,,,1850.0,30.0,-30.0,0.0,1.0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,5750.0,90.0,-90.0,0.0,1.29,0.04,-0.04,0.0,1.17,0.09,-0.09,0.0,0.27,0.12,-0.12,0.0,[Fe/H],4.3,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.24,19.16,-19.16,14.399,0.092,-0.092,12.837,0.031,-0.031,14.2486,0.000274,-0.000274,2015-10-07,2015-05,2015-10-15
Kepler-413 b,Kepler-413,1,2,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=KOSTOV_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...14K/abstract target=ref>Kostov et al. 2014</a>,66.262,0.024,-0.021,0.0,0.3553,0.002,-0.0018,0.0,4.347,0.099,-0.099,0.0,0.388,0.009,-0.009,0.0,67.0,22.0,-21.0,0.0,0.211,0.069,-0.066,0.0,Mass,0.1181,0.0018,-0.0017,0.0,2.9728091233023,,,,365.46969983017544,,,,0.0,<a refstr=KOSTOV_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...14K/abstract target=ref>Kostov et al. 2014</a>,,4700.0,,,0.0,0.78,0.01,-0.01,0.0,0.82,0.01,-0.01,0.0,-0.2,,,0.0,[Fe/H],4.57,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m02.56s,288.5106679,+51d09m44.72s,51.1624235,847.536,22.587,-21.464,15.885,0.126,-0.126,13.415,0.037,-0.037,15.5943,0.000537,-0.000537,2014-05-14,2014-03,2014-05-14
Kepler-414 c,Kepler-414,1,1,2,Transit Timing Variations,2014,Kepler,Published Confirmed,0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,7.171,7.06e-06,-7.06e-06,0.0,,,,,3.01,0.54,-0.25,0.0,0.269,0.048,-0.022,0.0,29.9,12.4,-10.5,0.0,0.094,0.039,-0.033,0.0,Mass,,,,,159.36054432561602,,,,988.9055661565028,,,,1.0,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,,5567.0,111.0,-111.0,,0.95,0.04,-0.04,0.0,0.89,0.15,-0.09,0.0,0.02,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m50.77s,297.9615616,+48d14m39.61s,48.2443363,413.46,3.023,-2.981,13.378,0.24,-0.24,11.698,0.02,-0.02,13.321,0.000406,-0.000406,2014-05-28,2014-05,2014-05-28
Kepler-419 b,Kepler-419,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,69.7546,0.0007,-0.0009,0.0,0.37,0.007,-0.006,0.0,10.8,1.4,-1.3,0.0,0.96,0.12,-0.12,0.0,794.5,95.3,-95.3,0.0,2.5,0.3,-0.3,0.0,Mass,0.833,0.013,-0.013,0.0,34.039543539655874,,,,672.2882984239229,,,,1.0,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,,6430.0,79.0,-79.0,0.0,1.74,0.07,-0.07,0.0,1.39,0.08,-0.07,0.0,0.176,0.07,-0.07,0.0,[Fe/H],4.1,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m40.30s,295.4179125,+51d11m05.15s,51.1847629,1011.36,25.41,-24.22,13.089,0.149,-0.149,11.859,0.018,-0.018,12.9642,0.000332,-0.000332,2014-06-25,2014-08,2014-06-25
Kepler-422 b,Kepler-422,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ENDL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..151E/abstract target=ref>Endl et al. 2014</a>,7.8914483,5e-07,-5.1e-07,0.0,0.082,0.011,-0.01,0.0,12.89,1.23,-1.23,0.0,1.15,0.11,-0.11,0.0,136.66,41.32,-41.32,0.0,0.43,0.13,-0.13,0.0,Mass,,,,,266.76574513286914,,,,1124.843584613489,,,,0.0,<a refstr=ENDL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..151E/abstract target=ref>Endl et al. 2014</a>,,5972.0,84.0,-84.0,0.0,1.24,0.12,-0.12,0.0,1.15,0.06,-0.06,0.0,0.23,0.09,-0.09,0.0,[Fe/H],4.31,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m31.11s,282.6296334,+46d19m23.81s,46.3232807,722.795,6.648,-6.529,13.524,0.103,-0.103,12.041,0.011,-0.011,13.4233,0.000205,-0.000205,2014-10-03,2014-11,2014-10-03
Kepler-423 b,Kepler-423,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=GANDOLFI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..11G/abstract target=ref>Gandolfi et al. 2015</a>,2.6843285,7e-08,-7e-08,0.0,0.03585,0.00052,-0.00114,0.0,13.361,0.583,-0.583,0.0,1.192,0.052,-0.052,0.0,189.101,25.743,-25.743,0.0,0.595,0.081,-0.081,0.0,Mass,0.019,0.028,-0.014,0.0,606.0399025566808,,,,1605.0,120.0,-120.0,0.0,0.0,<a refstr=GANDOLFI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..11G/abstract target=ref>Gandolfi et al. 2015</a>,G4 V,5560.0,80.0,-80.0,0.0,0.95,0.04,-0.04,0.0,0.85,0.04,-0.04,0.0,-0.1,0.05,-0.05,0.0,[M/H],4.41,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m25.37s,292.8557189,+46d23m28.28s,46.3911883,758.753,12.76,-12.76,14.462,0.126,-0.126,12.779,0.031,-0.031,14.28,0.000295,-0.000295,2015-01-22,2015-04,2015-01-22
Kepler-424 b,Kepler-424,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ENDL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..151E/abstract target=ref>Endl et al. 2014</a>,3.3118644,3.9e-07,-3.9e-07,0.0,0.044,0.005,-0.004,0.0,9.98,0.9,-0.67,0.0,0.89,0.08,-0.06,0.0,327.35,41.32,-41.32,0.0,1.03,0.13,-0.13,0.0,Mass,,,,,371.7037787359663,,,,1222.1059661894426,,,,0.0,<a refstr=ENDL_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..151E/abstract target=ref>Endl et al. 2014</a>,,5460.0,81.0,-81.0,0.0,0.94,0.06,-0.06,0.0,1.01,0.05,-0.05,0.0,0.44,0.14,-0.14,0.0,[Fe/H],4.5,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m30.00s,298.6249797,+48d34m38.82s,48.57745,698.646,10.125,-9.844,14.429,0.103,-0.103,12.47,0.022,-0.022,14.229,0.000276,-0.000276,2014-10-03,2014-11,2014-10-03
Kepler-425 b,Kepler-425,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,3.79701816,1.9e-07,-1.9e-07,0.0,0.0464,0.0008,-0.0008,0.0,10.962,0.247,-0.247,0.0,0.978,0.022,-0.022,0.0,79.45,25.43,-25.43,0.0,0.25,0.08,-0.08,0.0,Mass,0.33,,,1.0,220.22260046031386,,,,1070.0,15.0,-15.0,0.0,0.0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,K1 V,5170.0,70.0,-70.0,0.0,0.86,0.02,-0.02,0.0,0.93,0.05,-0.05,0.0,0.24,0.11,-0.11,0.0,[Fe/H],4.54,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h21m25.91s,290.3579781,+40d34m03.71s,40.5676965,646.647,10.7805,-10.7805,14.845,0.08,-0.08,12.806,0.027,-0.027,14.7301,0.00036,-0.00036,2014-10-03,2014-12,2014-10-03
Kepler-426 b,Kepler-426,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,3.21751883,1.9e-07,-1.9e-07,0.0,0.0414,0.001,-0.001,0.0,12.22,0.34,-0.34,0.0,1.09,0.03,-0.03,0.0,108.06,25.43,-25.43,0.0,0.34,0.08,-0.08,0.0,Mass,0.18,,,1.0,479.47971371782086,,,,1300.0,20.0,-20.0,0.0,0.0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,G1 V,5725.0,90.0,-90.0,0.0,0.92,0.02,-0.02,0.0,0.91,0.06,-0.06,0.0,-0.21,0.08,-0.08,0.0,[Fe/H],4.47,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m44.32s,289.4346668,+49d28m24.44s,49.473455,843.695,13.668,-13.668,15.032,0.16,-0.16,13.212,0.033,-0.033,14.8069,0.000292,-0.000292,2014-10-03,2014-12,2014-10-03
Kepler-428 b,Kepler-428,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,3.52563254,1.5e-07,-1.5e-07,0.0,0.0433,0.0009,-0.0009,0.0,12.11,0.34,-0.34,0.0,1.08,0.03,-0.03,0.0,403.63,60.39,-60.39,0.0,1.27,0.19,-0.19,0.0,Mass,0.22,,,1.0,216.55173637274626,,,,1070.0,25.0,-25.0,0.0,0.0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,K1 V,5150.0,100.0,-100.0,0.0,0.8,0.02,-0.02,0.0,0.87,0.05,-0.05,0.0,0.09,0.17,-0.17,0.0,[Fe/H],4.57,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m19.62s,290.5817432,+40d34m38.32s,40.5773106,686.284,15.431,-15.431,15.362,0.035,-0.035,13.234,0.033,-0.033,15.2218,0.000375,-0.000375,2014-10-03,2014-12,2014-10-03
Kepler-43 b,Kepler-43,1,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,3.0240949,6e-07,-6e-07,0.0,0.046,0.0026,-0.0025,0.0,13.664,0.729,-0.717,0.0,1.219,0.065,-0.064,0.0,1026.5909,82.6358,-82.6358,0.0,3.23,0.26,-0.26,0.0,Mass,,,,,1200.375712491202,,,,1620.0,40.0,-40.0,0.0,0.0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,6041.0,143.0,-143.0,0.0,1.42,0.07,-0.07,0.0,1.32,0.09,-0.09,0.0,0.33,0.11,-0.11,0.0,[Fe/H],4.26,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m57.80s,285.2408288,+46d40m05.67s,46.6682411,1005.84,14.19,-14.19,13.986,0.149,-0.149,12.549,0.031,-0.031,13.8894,0.000273,-0.000273,2015-10-07,2015-05,2015-10-15
Kepler-432 b,Kepler-432,1,2,2,Transit,2015,Kepler,Published Confirmed,0,<a refstr=QUINN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803...49Q/abstract target=ref>Quinn et al. 2015</a>,52.501129,6.7e-05,-5.3e-05,0.0,0.301,0.016,-0.011,0.0,12.834,0.404,-0.437,0.0,1.145,0.036,-0.039,0.0,1719.4603,101.7056,-57.2094,0.0,5.41,0.32,-0.18,0.0,Mass,0.5134,0.0098,-0.0089,0.0,102.03164833179048,,,,884.5926895262463,,,,0.0,<a refstr=QUINN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803...49Q/abstract target=ref>Quinn et al. 2015</a>,,4995.0,78.0,-78.0,0.0,4.06,0.12,-0.08,0.0,1.32,0.1,-0.07,0.0,-0.07,0.1,-0.1,0.0,[m/H],3.35,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m07.74s,293.2822344,+48d17m09.30s,48.2859173,848.023,20.1675,-20.1675,12.398,0.057,-0.057,10.121,0.017,-0.017,12.1822,0.000162,-0.000162,2015-04-30,2015-04,2015-04-30
Kepler-433 b,Kepler-433,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,5.33408384,1.1e-06,-1.1e-06,0.0,0.0679,0.0027,-0.0027,0.0,16.25,1.79,-1.79,0.0,1.45,0.16,-0.16,0.0,896.24,165.26,-165.26,0.0,2.82,0.52,-0.52,0.0,Mass,0.119,0.079,-0.079,0.0,1638.8731119777137,,,,1776.0,87.0,-87.0,0.0,0.0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,,6360.0,140.0,-140.0,0.0,2.26,0.25,-0.25,0.0,1.46,0.17,-0.17,0.0,-0.01,0.2,-0.2,0.0,[Fe/H],3.89,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h50m22.47s,297.5936232,+40d58m38.12s,40.9772546,1878.31,77.94,-72.07,14.717,0.137,-0.137,12.826,0.026,-0.026,14.4163,0.000291,-0.000291,2015-01-14,2015-03,2015-01-14
Kepler-435 b,Kepler-435,1,1,1,Transit,2015,Kepler,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,8.6001536,1.8e-06,-1.8e-06,0.0,0.0948,0.0018,-0.0018,0.0,22.31,2.02,-2.02,0.0,1.99,0.18,-0.18,0.0,266.97,47.67,-47.67,0.0,0.84,0.15,-0.15,0.0,Mass,0.114,0.077,-0.077,0.0,1486.190515370858,,,,1729.0,70.0,-70.0,0.0,0.0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..71A/abstract target=ref>Almenara et al. 2015</a>,,6161.0,94.0,-94.0,0.0,3.21,0.3,-0.3,0.0,1.54,0.09,-0.09,0.0,-0.18,0.11,-0.11,0.0,[Fe/H],3.61,0.05,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m08.95s,292.2873012,+43d11m50.12s,43.1972542,1418.77,35.37,-35.37,13.704,0.114,-0.114,12.291,0.022,-0.022,13.604,0.000268,-0.000268,2015-01-14,2015-03,2015-01-14
Kepler-44 b,Kepler-44,1,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,3.2467293,3e-06,-3e-06,0.0,0.0446,0.0011,-0.0011,0.0,12.22,0.78,-0.78,0.0,1.09,0.07,-0.07,0.0,317.82,31.78,-31.78,0.0,1.0,0.1,-0.1,0.0,Mass,0.066,,,1.0,935.6664675859761,,,,1544.0,47.0,-47.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..85B/abstract target=ref>Bonomo et al. 2015</a>,G2 IV,5800.0,100.0,-100.0,0.0,1.35,0.08,-0.08,0.0,1.12,0.08,-0.08,0.0,0.15,0.1,-0.1,0.0,[Fe/H],4.22,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h00m24.56s,300.1023512,+45d45m43.89s,45.7621918,1188.0,32.645,-32.645,14.803,0.137,-0.137,12.878,0.034,-0.034,14.6901,0.000284,-0.000284,2015-01-29,2015-03,2015-01-29
Kepler-45 b,Kepler-45,1,1,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....143..111J/abstract target=ref> Johnson et al. 2012 </a>,2.455239,4e-06,-4e-06,0.0,0.03,,,0.0,10.76,1.23,-1.23,0.0,0.96,0.11,-0.11,0.0,160.497,28.604,-28.604,0.0,0.505,0.09,-0.09,0.0,Mass,0.11,0.1,-0.09,0.0,65.02806043531274,,,,1000.0,20.0,-20.0,0.0,0.0,<a refstr=JOHNSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012AJ....143..111J/abstract target=ref> Johnson et al. 2012 </a>,M,3820.0,90.0,-90.0,0.0,0.55,0.11,-0.11,0.0,0.59,0.06,-0.06,0.0,0.28,0.14,-0.14,0.0,[Fe/H],4.7,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h31m29.50s,292.8729292,+41d03m51.02s,41.0641727,381.949,6.3825,-6.3825,16.744,1.133,-1.133,12.892,0.03,-0.03,15.9804,0.000894,-0.000894,2014-05-14,2012-05,2014-05-14
