pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,pl_bmasse_refname,pl_semimajoraxis,pl_semimajoraxiserr1,pl_semimajoraxiserr2,pl_aor,pl_aorerr1,pl_aorerr2,pl_tsm,pl_tsmerr1,pl_tsmerr2
TOI-776 b,TOI-776,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FRIDLUND_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..12F/abstract target=ref>Fridlund et al. 2024</a>,8.24662,2.4e-05,-3.1e-05,0.0,0.0653,0.0014,-0.0016,0.0,1.798,0.078,-0.077,0.0,0.16,0.007,-0.007,0.0,5.0,1.6,-1.6,0.0,0.01573,0.00503,-0.00503,0.0,Mass,0.052,0.037,-0.035,0.0,12.399809505761883,,,,520.0,12.0,-12.0,0.0,0.0,<a refstr=FRIDLUND_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..12F/abstract target=ref>Fridlund et al. 2024</a>,,3725.0,60.0,-60.0,0.0,0.55,0.02,-0.02,0.0,0.54,0.04,-0.04,0.0,-0.21,0.08,-0.08,0.0,[Fe/H],4.8,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h54m18.72s,178.577997,-37d33m12.08s,-37.5533568,27.1701,0.03205,-0.03205,11.536,0.041,-0.041,8.483,0.018,-0.018,7.615,0.02,-0.02,10.7409,0.000478,-0.000478,2024-06-10,2024-04,2024-06-10,<a refstr=FRIDLUND_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..12F/abstract target=ref>Fridlund et al. 2024</a>,0.06505599459270345,0.0014962178241565705,-0.0015992967127324703,25.365802263688558,1.1010214601705712,-1.0581711612982865,51.75922564016423,25.145584205120954,-14.766808237321811
TOI-776 c,TOI-776,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FRIDLUND_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..12F/abstract target=ref>Fridlund et al. 2024</a>,15.665323,7.5e-05,-7e-05,0.0,0.1001,0.0022,-0.0024,0.0,2.047,0.081,-0.078,0.0,0.183,0.007,-0.007,0.0,6.9,2.6,-2.5,0.0,0.02171,0.00818,-0.00787,0.0,Mass,0.089,0.048,-0.054,0.0,5.270646047773561,,,,420.0,10.0,-10.0,0.0,0.0,<a refstr=FRIDLUND_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..12F/abstract target=ref>Fridlund et al. 2024</a>,,3725.0,60.0,-60.0,0.0,0.55,0.02,-0.02,0.0,0.54,0.04,-0.04,0.0,-0.21,0.08,-0.08,0.0,[Fe/H],4.8,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h54m18.72s,178.577997,-37d33m12.08s,-37.5533568,27.1701,0.03205,-0.03205,11.536,0.041,-0.041,8.483,0.018,-0.018,7.615,0.02,-0.02,10.7409,0.000478,-0.000478,2024-06-10,2024-04,2024-06-10,<a refstr=FRIDLUND_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...684A..12F/abstract target=ref>Fridlund et al. 2024</a>,0.09988968508106501,0.002373841707214275,-0.0026245979109642686,38.95883936029335,1.722995030595925,-1.6727942614273346,43.802069608183665,25.29295080389806,-12.591279286484728
TOI-778 b,TOI-778,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLARK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..207C/abstract target=ref>Clark et al. 2023</a>,4.633611,1e-06,-1e-06,0.0,0.06,0.003,-0.003,0.0,15.4,0.5,-0.5,0.0,1.37,0.04,-0.04,0.0,878.0,77.0,-72.0,0.0,2.8,0.2,-0.2,0.0,Mass,0.21,0.04,-0.04,0.0,1385.541233922548,,,,1561.0,33.0,-32.0,0.0,0.0,<a refstr=CLARK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..207C/abstract target=ref>Clark et al. 2023</a>,F3 V,6643.0,150.0,-150.0,0.0,1.71,0.05,-0.05,0.0,1.4,0.05,-0.05,0.0,0.0,0.08,-0.08,0.0,[m/H],4.05,0.17,-0.17,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h17m20.12s,199.3338503,-15d16m25.34s,-15.2737046,161.743,1.123,-1.108,9.109,0.003,-0.003,8.246,0.021,-0.021,8.055,0.033,-0.033,8.99436,0.000672,-0.000672,2023-05-03,2023-05,2023-05-03,<a refstr=CLARK_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..207C/abstract target=ref>Clark et al. 2023</a>,0.06084242418600945,0.0007125478720049275,-0.000622089059457695,7.6439261848617175,0.26099733360204613,-0.22405248122646793,-54.45866939005039,6.994724948255673,-7.870856487565582
TOI-784 b,HD 307842,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HUA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230614655H/abstract target=ref>Hua et al. 2023</a>,2.7970365,3.1e-06,-3e-06,0.0,0.038,0.001,-0.001,0.0,1.93,0.11,-0.09,0.0,0.172,0.01,-0.008,0.0,9.67,0.83,-0.82,0.0,0.03043,0.00261,-0.00258,0.0,Mass,0.0,,,0.0,502.2811242474021,,,,1317.6386780576072,,,,0.0,<a refstr=HUA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230614655H/abstract target=ref>Hua et al. 2023</a>,G,5558.0,100.0,-100.0,0.0,0.91,0.02,-0.02,0.0,0.91,0.1,-0.1,0.0,-0.13,0.08,-0.08,0.0,[Fe/H],4.48,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h37m21.89s,159.3412205,-63d39m20.49s,-63.6556923,64.5997,0.1104,-0.11,9.412,0.003,-0.003,8.071,0.02,-0.02,7.64,0.023,-0.023,9.23501,0.0002,-0.0002,2023-07-10,2023-07,2023-07-10,<a refstr=HUA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230614655H/abstract target=ref>Hua et al. 2023</a>,0.03761289764867672,0.001298323852451537,-0.0014122497997390432,8.888039789699565,0.40399008752550714,-0.3923546851399742,36.30077570370679,7.209579662727734,-6.3525151403977915
TOI-815 b,TOI-815,1,2,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A...5P/abstract target=ref>Psaridi et al. 2024</a>,11.197259,1.8e-05,-1.7e-05,0.0,0.0903,0.0018,-0.0019,0.0,2.94,0.05,-0.05,0.0,0.262,0.004,-0.004,0.0,7.6,1.5,-1.4,0.0,0.02391,0.00472,-0.0044,0.0,Mass,0.2,,,1.0,36.9,2.9,-2.9,0.0,686.0,13.0,-14.0,0.0,0.0,<a refstr=PSARIDI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A...5P/abstract target=ref>Psaridi et al. 2024</a>,K3 V,4869.0,77.0,-77.0,0.0,0.77,0.01,-0.01,0.0,0.78,0.04,-0.04,0.0,-0.09,0.05,-0.05,0.0,[Fe/H],4.51,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h23m29.27s,155.8719377,-43d50m05.73s,-43.8349248,59.7117,0.1295,-0.1291,10.217,0.005,-0.005,8.531,0.024,-0.024,7.999,0.029,-0.029,9.93978,0.000394,-0.000394,2024-05-13,2024-05,2024-05-13,<a refstr=PSARIDI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A...5P/abstract target=ref>Psaridi et al. 2024</a>,0.09009305751973597,0.0013756807840634433,-0.0014221739631890967,25.140517514107366,0.543128925630775,-0.48972874582165105,98.4455369625559,25.35844440287906,-16.597774866450493
TOI-815 c,TOI-815,1,2,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A...5P/abstract target=ref>Psaridi et al. 2024</a>,34.976145,9.9e-05,-9.7e-05,0.0,0.193,0.004,-0.004,0.0,2.62,0.1,-0.09,0.0,0.234,0.009,-0.008,0.0,23.5,2.4,-2.4,0.0,0.07394,0.00755,-0.00755,0.0,Mass,0.22,,,1.0,8.03,0.64,-0.64,0.0,469.0,9.0,-9.0,0.0,0.0,<a refstr=PSARIDI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A...5P/abstract target=ref>Psaridi et al. 2024</a>,K3 V,4869.0,77.0,-77.0,0.0,0.77,0.01,-0.01,0.0,0.78,0.04,-0.04,0.0,-0.09,0.05,-0.05,0.0,[Fe/H],4.51,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h23m29.27s,155.8719377,-43d50m05.73s,-43.8349248,59.7117,0.1295,-0.1291,10.217,0.005,-0.005,8.531,0.024,-0.024,7.999,0.029,-0.029,9.93978,0.000394,-0.000394,2024-05-13,2024-05,2024-05-13,<a refstr=PSARIDI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A...5P/abstract target=ref>Psaridi et al. 2024</a>,0.19262390988255934,0.0033343996639148554,-0.003313681536396773,53.830227084055124,1.217760119115141,-1.1102397170421412,15.015034413986388,2.3060771552608195,-2.0562510415446837
TOI-824 b,TOI-824,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,1.392978,1.8e-05,-1.7e-05,0.0,0.02177,0.00032,-0.00032,0.0,2.926,0.202,-0.191,0.0,0.261,0.018,-0.017,0.0,18.467,1.843,-1.875,0.0,0.0581,0.0058,-0.0059,0.0,Mass,,,,,412.0,51.0,-46.0,0.0,1253.0,38.0,-37.0,0.0,0.0,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,K4 V,4600.0,110.0,-100.0,0.0,0.69,0.03,-0.03,0.0,0.71,0.03,-0.03,0.0,-0.092,0.076,-0.077,0.0,[Fe/H],4.61,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h48m39.71s,222.1654705,-57d35m19.92s,-57.5888666,63.9262,0.1435,-0.1428,11.314,0.015,-0.015,9.145001,0.018,-0.018,8.432,0.038,-0.038,10.7616,0.000374,-0.000374,2020-09-17,2020-10,2020-09-24,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,0.02178629756679768,0.0002902124278461628,-0.0003049386027423502,6.786837307697578,0.329354641693385,-0.27860093716543766,66.98701698501162,18.060582278506075,-15.106196594988816
TOI-836 b,TOI-836,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..458H/abstract target=ref>Hawthorn et al. 2023</a>,3.81673,1e-05,-1e-05,0.0,0.0422,0.00093,-0.00093,0.0,1.704,0.067,-0.067,0.0,0.152,0.006,-0.006,0.0,4.53,0.92,-0.86,0.0,0.01425,0.00289,-0.00271,0.0,Mass,0.053,0.042,-0.042,0.0,78.84,0.01,-0.01,0.0,871.0,36.0,-36.0,0.0,0.0,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..458H/abstract target=ref>Hawthorn et al. 2023</a>,K V,4552.0,154.0,-154.0,0.0,0.67,0.01,-0.01,0.0,0.68,0.05,-0.04,0.0,-0.284,0.067,-0.067,0.0,[Fe/H],4.74,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.5024,0.0294,-0.0293,9.92,0.03,-0.03,7.58,0.023,-0.023,6.804,0.018,-0.018,9.40475,0.000443,-0.000443,2023-02-25,2023-02,2023-02-25,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..458H/abstract target=ref>Hawthorn et al. 2023</a>,0.042065533407861136,0.0008340447627398426,-0.0009684542487511591,13.482253494000645,0.3662031640115746,-0.37589961680211026,82.07367912491732,24.3598124912198,-15.378958632319083
TOI-836 c,TOI-836,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..458H/abstract target=ref>Hawthorn et al. 2023</a>,8.59545,1e-05,-1e-05,0.0,0.075,0.0016,-0.0016,0.0,2.587,0.088,-0.088,0.0,0.231,0.008,-0.008,0.0,9.6,2.7,-2.5,0.0,0.0302,0.0085,-0.00787,0.0,Mass,0.078,0.056,-0.056,0.0,26.71,0.0,0.0,0.0,665.0,27.0,-27.0,0.0,1.0,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..458H/abstract target=ref>Hawthorn et al. 2023</a>,K V,4552.0,154.0,-154.0,0.0,0.67,0.01,-0.01,0.0,0.68,0.05,-0.04,0.0,-0.284,0.067,-0.067,0.0,[Fe/H],4.74,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h00m19.17s,225.0798831,-24d27m15.13s,-24.4542022,27.5024,0.0294,-0.0293,9.92,0.03,-0.03,7.58,0.023,-0.023,6.804,0.018,-0.018,9.40475,0.000443,-0.000443,2023-02-25,2023-02,2023-02-25,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..458H/abstract target=ref>Hawthorn et al. 2023</a>,0.0721874767429656,0.0016804349770205285,-0.0015673541899439425,23.18363407518943,0.644079735597046,-0.6163048837125942,104.18091411600483,40.12610665329737,-25.321676318010304
TOI-849 b,TOI-849,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.583...39A/abstract target=ref>Armstrong et al. 2020</a>,0.76552414,2.62e-06,-2.79e-06,0.0,0.01598,0.00013,-0.00014,0.0,3.444,0.157,-0.115,0.0,0.307,0.014,-0.01,0.0,39.09,2.66,-2.55,0.0,0.12299,0.00837,-0.00802,0.0,Mass,0.0,0.0,0.0,0.0,2488.376976383634,,,,1965.7969813885493,,,,0.0,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.583...39A/abstract target=ref>Armstrong et al. 2020</a>,G,5373.8,42.5,-41.2,0.0,0.92,0.03,-0.02,0.0,0.93,0.02,-0.02,0.0,0.19,0.03,-0.03,0.0,[Fe/H],4.48,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h54m51.79s,28.7157956,-29d25m18.15s,-29.4217086,225.734,1.569,-1.547,11.981,0.034,-0.034,10.832,0.024,-0.024,10.418,0.023,-0.023,12.0645,0.000187,-0.000187,2020-07-02,2020-07,2020-07-09,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.583...39A/abstract target=ref>Armstrong et al. 2020</a>,0.015985523635890883,0.00011231735391152228,-0.00010589121415451389,3.7371794287172566,0.10389429957131702,-0.10373890411629993,21.245211971416552,3.39978776895704,-2.9490144918646806
TOI-858 B b,TOI-858 B,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HAGELBERG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230911390H/abstract target=ref>Hagelberg et al. 2023</a>,3.2797178,1.4e-06,-1.4e-06,0.0,0.04435,0.001,-0.00098,0.0,14.067,0.437,-0.437,0.0,1.255,0.039,-0.039,0.0,349.61125,25.42627,-22.24799,0.0,1.1,0.08,-0.07,0.0,Mass,0.15,,,1.0,908.9,55.8,-52.9,0.0,1529.0,23.0,-22.0,0.0,0.0,<a refstr=HAGELBERG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230911390H/abstract target=ref>Hagelberg et al. 2023</a>,G0,5842.0,84.0,-79.0,0.0,1.31,0.04,-0.04,0.0,1.08,0.08,-0.07,0.0,0.153,0.091,-0.091,0.0,[Fe/H],4.24,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h00m47.96s,60.1998256,-54d35m34.50s,-54.5929177,250.489,1.518,-1.5,11.183,0.069,-0.069,10.057,0.024,-0.024,9.722,0.023,-0.023,11.0695,0.000388,-0.000388,2023-10-09,2023-09,2023-10-09,<a refstr=HAGELBERG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230911390H/abstract target=ref>Hagelberg et al. 2023</a>,0.044354819085400954,0.00099012038224211,-0.0011327861221969021,7.262175343714235,0.29386416948596583,-0.2659281730678398,-68.83588632869768,8.023940303317723,-9.320621333664207
TOI-892 b,TOI-892,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,10.62656,7e-05,-7e-05,0.0,0.092,0.005,-0.005,0.0,11.994,0.224,-0.224,0.0,1.07,0.02,-0.02,0.0,301.9385,22.2481,-22.2481,0.0,0.95,0.07,-0.07,0.0,Mass,0.125,,,1.0,253.56492631608504,,,,1397.0,40.0,-40.0,0.0,0.0,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,F,6261.0,80.0,-80.0,0.0,1.39,0.02,-0.02,0.0,1.28,0.03,-0.02,0.0,0.24,0.05,-0.05,0.0,[Fe/H],4.26,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h46m57.17s,86.738228,-11d14m07.22s,-11.2353401,340.543,4.894,-4.76,11.43,0.014,-0.014,10.455,0.026,-0.026,10.106,0.019,-0.019,11.3435,0.000463,-0.000463,2020-12-10,2020-11,2020-12-17,<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,0.10270921764138331,0.0006507892811777188,-0.0006431067280486813,15.898290361736219,0.2473395564439116,-0.2454252080021515,-26.665124340938426,2.4220931149915117,-2.933317020149989
TOI-905 b,TOI-905,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,3.739494,3.8e-05,-3.8e-05,0.0,0.04666,0.00096,-0.0011,0.0,13.126,0.594,-0.572,0.0,1.171,0.053,-0.051,0.0,211.99261,13.34886,-13.03103,0.0,0.667,0.042,-0.041,0.0,Mass,0.024,0.025,-0.017,0.0,337.0,46.0,-38.0,0.0,1192.0,39.0,-36.0,0.0,0.0,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,,5570.0,150.0,-140.0,0.0,0.92,0.04,-0.04,0.0,0.97,0.06,-0.07,0.0,0.14,0.22,-0.18,0.0,[Fe/H],4.5,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h10m38.08s,227.6586754,-71d21m41.87s,-71.3616316,158.649,0.725,-0.718,11.08,0.014,-0.014,9.89,0.022,-0.022,9.448,0.019,-0.019,11.0813,0.000414,-0.000414,2021-02-08,2020-11,2021-02-11,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,0.046701215963249706,0.000988463327139727,-0.0010369997151166224,10.899712837511366,0.5336532880771081,-0.506786173933536,-157.94459420815352,23.168182030549588,-28.28030021929476
TOI-908 b,TOI-908,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1796H/abstract target=ref>Hawthorn et al. 2023</a>,3.183792,7e-06,-7e-06,0.0,0.041657,2e-06,-2e-06,0.0,3.186,0.155,-0.155,0.0,0.284,0.014,-0.014,0.0,16.137,4.112,-4.039,0.0,0.05077,0.01294,-0.01271,0.0,Mass,0.132,0.091,-0.091,0.0,80.88,0.01,-0.01,0.0,1317.0,38.0,-38.0,0.0,0.0,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1796H/abstract target=ref>Hawthorn et al. 2023</a>,G V,5626.0,61.0,-61.0,0.0,1.03,0.03,-0.03,0.0,0.95,0.01,-0.01,0.0,0.08,0.04,-0.04,0.0,[Fe/H],4.45,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h32m38.26s,53.1594266,-81d15m02.68s,-81.250745,175.748,0.638,-0.634,11.316,0.012,-0.012,10.04,0.023,-0.023,9.637,0.021,-0.021,11.1061,0.000404,-0.000404,2023-07-10,2023-06,2023-07-10,<a refstr=HAWTHORN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.1796H/abstract target=ref>Hawthorn et al. 2023</a>,0.041631011582046046,0.0001553686665819315,-0.0001378357684198861,8.681890525518394,0.26306720385350957,-0.24678195577979523,32.61768873981339,12.372006583512544,-8.33307934199292
TOI-954 b,TOI-954,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,3.6849729,2.7e-06,-2.8e-06,0.0,0.04963,0.00089,-0.0009,0.0,9.55,0.594,-0.695,0.0,0.852,0.053,-0.062,0.0,55.30242,5.72094,-5.40311,0.0,0.174,0.018,-0.017,0.0,Mass,0.14,0.18,-0.11,0.0,1393.0,66.0,-62.0,0.0,1526.0,123.0,-164.0,0.0,0.0,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,,5710.0,53.0,-49.0,0.0,1.89,0.08,-0.08,0.0,1.2,0.07,-0.06,0.0,0.215,0.05,-0.051,0.0,[Fe/H],3.96,0.03,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h07m45.85s,61.9410587,-25d12m31.69s,-25.2088028,238.768,1.905,-1.875,10.343,0.005,-0.005,9.18,0.024,-0.024,8.779,0.023,-0.023,10.2321,0.000223,-0.000223,2020-11-13,2021-02,2020-11-19,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,0.049646743972320134,0.0008507239930773194,-0.000765160666077791,5.64684332073975,0.2686343398125297,-0.23934694527543776,127.06555385865607,33.604848726744024,-27.228853923980623
