pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,pl_bmasse_refname,pl_semimajoraxis,pl_semimajoraxiserr1,pl_semimajoraxiserr2,pl_aor,pl_aorerr1,pl_aorerr2,pl_tsm,pl_tsmerr1,pl_tsmerr2
TOI-561 d,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,1,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,25.7124,0.0001,-0.0002,0.0,0.158,0.002,-0.002,0.0,2.82,0.07,-0.07,0.0,0.252,0.006,-0.006,0.0,13.2,1.0,-0.9,0.0,0.04153,0.00315,-0.00283,0.0,Mass,0.122,0.054,-0.048,0.0,21.4,1.3,-1.3,0.0,598.0,9.0,-9.0,0.0,0.0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372.0,70.0,-70.0,0.0,0.84,0.01,-0.01,0.0,0.81,0.04,-0.04,0.0,-0.4,0.05,-0.05,0.0,[Fe/H],4.5,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.879,0.02,-0.02,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,2023-03-15,2022-04,2023-03-15,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,0.15902652710939424,0.0024616426433928806,-0.0027940219038184444,40.6620854760624,0.8481490536323406,-0.8291106743651468,30.87617449981633,3.6447416722704773,-3.006938286763358
TOI-561 e,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,1,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,77.03,0.25,-0.24,0.0,0.328,0.003,-0.003,0.0,2.55,0.12,-0.13,0.0,0.227,0.011,-0.012,0.0,12.6,1.4,-1.4,0.0,0.03964,0.0044,-0.0044,0.0,Mass,0.079,0.058,-0.05,0.0,4.96,0.28,-0.28,0.0,415.0,6.0,-6.0,0.0,0.0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372.0,70.0,-70.0,0.0,0.84,0.01,-0.01,0.0,0.81,0.04,-0.04,0.0,-0.4,0.05,-0.05,0.0,[Fe/H],4.5,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.216103,85.799,0.4988,-0.4932,10.252,0.006,-0.006,8.879,0.02,-0.02,8.394,0.019,-0.019,10.0128,0.000278,-0.000278,2023-03-15,2022-04,2023-03-15,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,0.3301058427118566,0.005309956633519686,-0.005811874459601296,84.54152052414292,1.6497745920727738,-1.83101601448098,16.385353328501974,3.0833058123541335,-2.905720802653285
TOI-5678 b,TOI-5678,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ULMER_MOLL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604295U/abstract target=ref>Ulmer-Moll et al. 2023</a>,47.73022,0.00014,-0.00013,0.0,0.249,0.005,-0.005,0.0,4.91,0.08,-0.08,0.0,0.438,0.007,-0.007,0.0,20.0,4.0,-4.0,0.0,0.06293,0.01259,-0.01259,0.0,Mass,0.14,0.07,-0.07,0.0,11.570667177279349,,,,513.0,8.0,-7.0,0.0,0.0,<a refstr=ULMER_MOLL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604295U/abstract target=ref>Ulmer-Moll et al. 2023</a>,G7 V,5485.0,63.0,-63.0,0.0,0.94,0.01,-0.01,0.0,0.91,0.04,-0.04,0.0,0.0,0.01,-0.01,0.0,[Fe/H],4.34,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h09m32.20s,47.3841872,-34d11m54.53s,-34.1984808,165.393,0.703,-0.698,11.438,0.012,-0.012,9.997,0.022,-0.022,9.563,0.019,-0.019,11.1483,0.000401,-0.000401,2023-06-12,2023-06,2023-06-12,<a refstr=ULMER_MOLL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604295U/abstract target=ref>Ulmer-Moll et al. 2023</a>,0.24932275518184488,0.003586833774106346,-0.0032260193631072076,57.12740959047784,0.9153907172011131,-1.0691995875020268,39.60341276251039,9.530797574981733,-6.827954797135597
TOI-615 b,TOI-615,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,4.6615983,2.5e-06,-1.6e-06,0.0,0.0678,0.0031,-0.0026,0.0,18.977,0.583,-0.639,0.0,1.693,0.052,-0.057,0.0,138.25536,27.33324,-26.06193,0.0,0.435,0.086,-0.082,0.0,Mass,0.39,,,1.0,1286.0,96.0,-154.0,0.0,1666.0,24.0,-24.0,0.0,0.0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,F2 V,6850.0,100.0,-100.0,0.0,1.73,0.06,-0.06,0.0,1.45,0.09,-0.09,0.0,-0.1,0.07,-0.07,0.0,[Fe/H],4.2,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h53m38.09s,133.4086892,-40d32m37.32s,-40.543701,360.408,3.993,-3.909,10.825,0.008,-0.008,9.882,0.022,-0.022,9.669,0.021,-0.021,10.5775,0.000301,-0.000301,2023-07-26,2023-07,2023-07-26,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,0.06173562500000683,0.0012361736773168208,-0.0012608816245921334,7.688218210024637,0.329898084927418,-0.284260299304119,-310.263559199715,59.91340787421075,-79.93082589405537
TOI-622 b,TOI-622,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,6.402513,3.1e-05,-5.4e-05,0.0,0.0708,0.0052,-0.0059,0.0,9.236,0.314,-0.325,0.0,0.824,0.028,-0.029,0.0,96.30201,21.93016,-22.88365,0.0,0.303,0.069,-0.072,0.0,Mass,0.42,,,1.0,602.0,103.0,-118.0,0.0,1388.0,22.0,-22.0,0.0,0.0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,F6 V,6400.0,100.0,-100.0,0.0,1.42,0.05,-0.05,0.0,1.31,0.08,-0.08,0.0,0.09,0.07,-0.07,0.0,[Fe/H],4.2,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h21m13.21s,125.3050544,-46d29m03.47s,-46.4842959,123.297,0.471,-0.467,8.995,0.002,-0.002,8.108,0.024,-0.024,7.858,0.023,-0.023,8.89103,0.00028,-0.00028,2023-07-25,2023-07,2023-07-25,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,0.07381504135217899,0.0015513200652433057,-0.0014090458480727902,11.16800170660177,0.4678356565514008,-0.4338149459057501,150.4857135537448,46.31462370147054,-32.51072526297513
TOI-628 b,TOI-628,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,3.4095675,7e-06,-6.9e-06,0.0,0.0486,0.0008,-0.00094,0.0,11.882,0.46,-0.381,0.0,1.06,0.041,-0.034,0.0,2011.8639,92.1707,-98.5273,0.0,6.33,0.29,-0.31,0.0,Mass,0.072,0.021,-0.023,0.0,1048.9740757182176,,,,1586.0,52.0,-40.0,0.0,0.0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,6250.0,220.0,-190.0,0.0,1.34,0.05,-0.04,0.0,1.31,0.07,-0.07,0.0,0.258,0.078,-0.08,0.0,[Fe/H],4.3,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m03.13s,99.2630608,+01d46m03.18s,1.7675497,178.68,3.04,-2.942,10.112,0.006,-0.006,9.17,0.041,-0.041,8.811,0.019,-0.019,10.0579,0.000494,-0.000494,2021-02-25,2021-04,2021-03-04,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,0.04850241149912729,0.0008824989466085786,-0.000882063418225637,7.781508074264071,0.30850526150601887,-0.26897357198760385,-10.8289379352232,1.3863976875986097,-1.420966674112961
TOI-640 b,TOI-640,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,5.0037775,4.8e-06,-4.8e-06,0.0,0.06608,0.00098,-0.0011,0.0,19.851,0.673,-0.628,0.0,1.771,0.06,-0.056,0.0,279.6904,50.8528,-50.8528,0.0,0.88,0.16,-0.16,0.0,Mass,0.05,0.054,-0.035,0.0,1552.8420556891776,,,,1749.0,26.0,-30.0,0.0,0.0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,6460.0,130.0,-150.0,0.0,2.08,0.06,-0.06,0.0,1.54,0.07,-0.08,0.0,0.072,0.085,-0.076,0.0,[Fe/H],3.99,0.03,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h38m56.30s,99.7345935,-36d38m46.07s,-36.64613,341.997,2.839,-2.794,10.51,0.006,-0.006,9.519,0.024,-0.024,9.243,0.023,-0.023,10.4006,0.000289,-0.000289,2021-02-25,2021-04,2021-03-04,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,0.06615253229697236,0.0009916069633589958,-0.0011689019953986524,6.842208892790575,0.2210373417468281,-0.23386625943101524,-139.30532455310316,23.485995891825695,-39.51887116926619
TOI-663 b,TOI-663,1,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,2.598902,3.2e-06,-3e-06,0.0,0.0295,0.0011,-0.0011,0.0,2.27,0.1,-0.09,0.0,0.203,0.009,-0.008,0.0,4.45,0.63,-0.66,0.0,0.014,0.00198,-0.00208,0.0,Mass,,,,,49.1,9.3,-8.1,0.0,674.0,30.0,-30.0,0.0,0.0,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,M1 V,3681.0,70.0,-70.0,0.0,0.51,0.01,-0.01,0.0,0.51,0.01,-0.01,0.0,0.07,0.12,-0.12,0.0,[Fe/H],4.73,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h40m15.80s,160.0658525,-08d30m39.90s,-8.5110827,64.2308,0.1799,-0.1799,13.667,0.023,-0.023,10.448,0.026,-0.026,9.607,0.021,-0.021,12.8191,0.000515,-0.000515,2024-06-25,2024-05,2024-06-25,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,0.029558987413047667,0.0001859888866833255,-0.00017907857373265432,12.46462208565012,0.27358857173143925,-0.24864838021158953,77.85735783537467,16.577490076615987,-13.930504640874375
TOI-663 c,TOI-663,1,1,3,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,4.6955507,9.5e-06,-9.4e-06,0.0,0.0437,0.0016,-0.0016,0.0,2.26,0.1,-0.1,0.0,0.202,0.009,-0.009,0.0,3.65,0.97,-0.97,0.0,0.01148,0.00305,-0.00305,0.0,Mass,,,,,22.3,4.2,-3.7,0.0,553.0,24.0,-24.0,0.0,0.0,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,M1 V,3681.0,70.0,-70.0,0.0,0.51,0.01,-0.01,0.0,0.51,0.01,-0.01,0.0,0.07,0.12,-0.12,0.0,[Fe/H],4.73,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h40m15.80s,160.0658525,-08d30m39.90s,-8.5110827,64.2308,0.1799,-0.1799,13.667,0.023,-0.023,10.448,0.026,-0.026,9.607,0.021,-0.021,12.8191,0.000515,-0.000515,2024-06-25,2024-05,2024-06-25,<a refstr=COINTEPAS_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...685A..19C/abstract target=ref>Cointepas et al. 2024</a>,0.04384253368142871,0.00030883743922417717,-0.00028268581230856543,18.457119836199666,0.4167591394756798,-0.3777120865279038,75.96497682664565,32.123269644140706,-19.24126369659544
TOI-669 b,TOI-669,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,3.94515,2e-05,-2e-05,0.0,0.047,0.001,-0.001,0.0,2.6,0.17,-0.17,0.0,0.232,0.015,-0.015,0.0,9.8,1.5,-1.5,0.0,0.03083,0.00472,-0.00472,0.0,Mass,0.23,,,1.0,388.2,47.1,-47.1,0.0,1235.0,37.0,-37.0,0.0,0.0,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,,5600.0,110.0,-110.0,0.0,0.99,0.04,-0.04,0.0,0.9,0.06,-0.06,0.0,-0.06,0.09,-0.09,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h35m36.17s,158.9007013,-05d10m52.94s,-5.1813735,142.867,0.855,-0.846,10.606,0.009,-0.009,9.557,0.024,-0.024,9.134,0.019,-0.019,10.6364,0.000378,-0.000378,2024-07-12,2023-10,2024-07-12,<a refstr=AKANA_MURPHY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..153A/abstract target=ref>Akana Murphy et al. 2023</a>,0.04718878332615775,0.0009569842518353244,-0.001104191029974791,10.227328148758058,0.44582250860347017,-0.43739968571049737,35.61888361402367,9.663439595202568,-7.940533004797416
TOI-674 b,TOI-674,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,1.977143,3e-06,-3e-06,0.0,0.025,0.0008,-0.0008,0.0,5.25,0.17,-0.17,0.0,0.468,0.015,-0.015,0.0,23.6,3.3,-3.3,0.0,0.07425,0.01038,-0.01038,0.0,Mass,0.0,,,0.0,38.4,0.1,-0.1,0.0,635.0,15.0,-15.0,0.0,0.0,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,M2 V,3514.0,57.0,-57.0,0.0,0.42,0.01,-0.01,0.0,0.42,0.01,-0.01,0.0,0.17,0.12,-0.12,0.0,[Fe/H],4.81,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m20.77s,164.5865592,-36d51m29.19s,-36.8581092,46.0851,0.1159,-0.1153,14.203,0.041,-0.041,10.359,0.023,-0.023,9.469,0.019,-0.019,13.0914,0.000426,-0.000426,2021-07-12,2021-09,2021-07-12,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,0.023092127939561044,0.00017709873368736487,-0.0001913344636721645,11.810088343329312,0.3063647011739281,-0.2965921852905602,244.94776380473758,48.81564385077445,-37.3369657728914
TOI-677 b,TOI-677,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..145J/abstract target=ref>Jord&aacute;n et al. 2020</a>,11.2366,0.00011,-0.00011,0.0,0.1038,0.0017,-0.0017,0.0,13.115,0.336,-0.336,0.0,1.17,0.03,-0.03,0.0,392.83788,21.93027,-21.29461,0.0,1.236,0.069,-0.067,0.0,Mass,0.435,0.024,-0.024,0.0,215.33600609734893,,,,1252.0,21.0,-21.0,0.0,0.0,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..145J/abstract target=ref>Jord&aacute;n et al. 2020</a>,F8,6295.0,77.0,-77.0,0.0,1.28,0.03,-0.03,0.0,1.18,0.06,-0.06,0.0,0.0,0.05,-0.05,0.0,[Fe/H],4.29,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h36m28.65s,144.1193594,-50d27m47.14s,-50.4630933,141.812,0.622,-0.617,9.822,0.004,-0.004,8.722,0.021,-0.021,8.429,0.023,-0.023,9.66082,0.000212,-0.000212,2020-05-01,2020-04,2020-05-07,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..145J/abstract target=ref>Jord&aacute;n et al. 2020</a>,0.10359318613998025,0.0018258810039255974,-0.0016014120889226852,17.400178737602467,0.5131565755763035,-0.47421440491216416,-67.37164598467476,7.011439333461347,-7.525978176590996
TOI-733 b,TOI-733,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GEORGIEVA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230406655G/abstract target=ref>Georgieva et al. 2023</a>,4.884765,1.9e-05,-2.4e-05,0.0,0.0618,0.0036,-0.0039,0.0,1.992,0.085,-0.09,0.0,0.178,0.008,-0.008,0.0,5.72,0.7,-0.68,0.0,0.018,0.0022,-0.00214,0.0,Mass,0.046,0.056,-0.033,0.0,207.1,29.9,-23.5,0.0,1056.0,36.0,-31.0,0.0,0.0,<a refstr=GEORGIEVA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230406655G/abstract target=ref>Georgieva et al. 2023</a>,G,5585.0,60.0,-60.0,0.0,0.95,0.01,-0.01,0.0,0.96,0.05,-0.03,0.0,-0.04,0.05,-0.05,0.0,[Fe/H],4.47,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h37m38.24s,159.4093183,-40d53m17.73s,-40.888259,75.2092,0.1764,-0.1756,9.44,0.003,-0.003,8.22,0.026,-0.026,7.845,0.024,-0.024,9.28881,0.000118,-0.000118,2023-04-17,2023-04,2023-04-17,<a refstr=GEORGIEVA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230406655G/abstract target=ref>Georgieva et al. 2023</a>,0.05557985460873283,0.0008006313171413232,-0.0008223165495114607,12.578273077080814,0.23183342803849527,-0.2348409990520377,48.24648610980445,9.92623956787508,-7.833735263621037
TOI-763 b,TOI-763,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,5.6057,0.0013,-0.0013,0.0,0.06,0.0006,-0.0006,0.0,2.28,0.11,-0.11,0.0,0.203,0.01,-0.01,0.0,9.79,0.78,-0.78,0.0,0.0308,0.00245,-0.00245,0.0,Mass,0.04,0.04,-0.03,0.0,178.45183453097073,,,,1038.0,16.0,-16.0,0.0,0.0,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,G,5450.0,60.0,-60.0,0.0,0.9,0.01,-0.01,0.0,0.92,0.03,-0.03,0.0,0.01,0.05,-0.05,0.0,[Fe/H],4.45,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h57m52.34s,194.468098,-39d45m29.02s,-39.7580613,95.1274,0.4536,-0.4495,10.265,0.023,-0.023,8.858,0.029,-0.029,8.49,0.021,-0.021,9.99915,0.000237,-0.000237,2020-09-17,2020-11,2020-09-24,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,0.060097925799395206,0.0007240675050240591,-0.0006628066288791312,14.351466680748912,0.23103863180168283,-0.23600002842102086,32.34247402474539,6.226446704852236,-4.922092890924759
TOI-763 c,TOI-763,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,12.2737,0.0053,-0.0077,0.0,0.1011,0.001,-0.001,0.0,2.63,0.12,-0.12,0.0,0.235,0.011,-0.011,0.0,9.32,1.02,-1.02,0.0,0.02932,0.00321,-0.00321,0.0,Mass,0.04,0.04,-0.03,0.0,62.76634136038472,,,,800.0,12.0,-12.0,0.0,0.0,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,G,5450.0,60.0,-60.0,0.0,0.9,0.01,-0.01,0.0,0.92,0.03,-0.03,0.0,0.01,0.05,-0.05,0.0,[Fe/H],4.45,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h57m52.34s,194.468098,-39d45m29.02s,-39.7580613,95.1274,0.4536,-0.4495,10.265,0.023,-0.023,8.858,0.029,-0.029,8.49,0.021,-0.021,9.99915,0.000237,-0.000237,2020-09-17,2020-11,2020-09-24,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,0.10112739666803519,0.0011299498850142892,-0.0010783561008360643,24.168303001855485,0.3725596622272036,-0.37402951059169354,40.449051111761534,7.740039494581929,-6.954859051632724
